country,sex,age,fatality,año,mes,shark_specimen,tipo_lesion,lugar_lesion
USA,F,19,N,2015,05,others/unknown,laceración,pies
FRENCH POLYNESIA,M,19,N,2015,05,others/unknown,laceración,brazos
USA,F,13,N,2015,05,others/unknown,laceración,piernas
USA,M,18,N,2015,05,others/unknown,herida,pies
USA,M,30,N,2015,05,others/unknown,laceración,pies
NEW CALEDONIA,M,50,Y,2015,05,bull,others/unknown,others/unknown
USA,M,unkwown,N,2015,05,others/unknown,laceración,piernas
AUSTRALIA,M,unkwown,N,2015,05,white,others/unknown,brazos
SOUTH AFRICA,M,29,N,2015,05,white,others/unknown,piernas
USA,F,65,Y,2015,04,others/unknown,others/unknown,others/unknown
USA,M,63,N,2015,04,others/unknown,laceración,piernas
AUSTRALIA,M,26,N,2015,04,white,others/unknown,piernas
AUSTRALIA,M,71,N,2015,04,white,others/unknown,others/unknown
USA,M,48,N,2015,04,blue,laceración,tronco
REUNION,M,13,Y,2015,04,bull,others/unknown,others/unknown
AUSTRALIA,M,unkwown,N,2015,04,others/unknown,others/unknown,pies
USA,M,70,N,2015,04,bull,others/unknown,tronco
ITALY,M,43,Desconocido,2015,03,others/unknown,others/unknown,others/unknown
BRAZIL,M,23,Desconocido,2015,03,others/unknown,mordiscos,piernas
SOUTH AFRICA,M,36,N,2015,03,white,mordiscos,others/unknown
EGYPT,M,52,Y,2015,03,mako,others/unknown,others/unknown
USA,M,58,N,2015,03,tiger,laceración,piernas
FRENCH POLYNESIA,M,9,N,2015,03,blacktip,mordiscos,manos
AUSTRALIA,M,unkwown,N,2015,03,others/unknown,golpe,others/unknown
MEXICO,M,36,N,2015,03,others/unknown,mordiscos,manos
FRENCH POLYNESIA,M,2,N,2015,03,blacktip,mordiscos,piernas
ATLANTIC OCEAN,Desconocido,unkwown,N,2015,02,white,mordiscos,others/unknown
REUNION,F,22,Y,2015,02,tiger,others/unknown,others/unknown
AUSTRALIA,M,41,Y,2015,02,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,35,N,2015,02,others/unknown,laceración,tronco
AUSTRALIA,M,unkwown,N,2015,02,others/unknown,herida,piernas
AUSTRALIA,M,57,N,2015,01,bull,others/unknown,others/unknown
USA,M,20,N,2015,01,others/unknown,laceración,piernas
AUSTRALIA,M,unkwown,N,2015,01,others/unknown,others/unknown,others/unknown
SOUTH AFRICA,M,24,N,2015,01,others/unknown,mordiscos,pies
USA,M,unkwown,N,2015,01,white,mordiscos,others/unknown
AUSTRALIA,F,unkwown,Desconocido,2015,01,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,unkwown,N,2015,01,others/unknown,golpe,others/unknown
AUSTRALIA,M,17,N,2015,01,others/unknown,mordiscos,manos
USA,M,38,Desconocido,2015,01,others/unknown,others/unknown,others/unknown
BAHAMAS,F,34,N,2015,01,white,mordiscos,others/unknown
SOUTH AFRICA,M,15,N,2015,01,raggedtooth,laceración,piernas
USA,M,12,N,2015,01,others/unknown,mordiscos,piernas
AUSTRALIA,Desconocido,unkwown,N,2014,12,others/unknown,laceración,pies
AUSTRALIA,M,17,Y,2014,12,white,others/unknown,others/unknown
GREECE,Desconocido,unkwown,N,2014,12,others/unknown,mordiscos,others/unknown
SOUTH AFRICA,Desconocido,unkwown,Desconocido,2014,12,others/unknown,others/unknown,pies
USA,M,50,N,2014,12,white,others/unknown,piernas
AUSTRALIA,M,45,N,2014,12,others/unknown,laceración,piernas
JAPAN,M,unkwown,N,2014,12,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,17,Y,2014,12,tiger,others/unknown,others/unknown
SPAIN,M,unkwown,N,2014,12,others/unknown,mordiscos,manos
AUSTRALIA,M,13,N,2014,11,others/unknown,others/unknown,piernas
MAURITIUS,M,51,Y,2014,11,others/unknown,mordiscos,brazos
AUSTRALIA,M,unkwown,N,2014,11,white,golpe,others/unknown
USA,Desconocido,unkwown,N,2014,11,white,golpe,others/unknown
USA,M,44,N,2014,11,others/unknown,laceración,manos
USA,M,53,N,2014,11,others/unknown,laceración,piernas
AUSTRALIA,M,unkwown,N,2014,11,others/unknown,others/unknown,piernas
USA,M,18,N,2014,11,others/unknown,others/unknown,brazos
USA,F,34,N,2014,10,tiger,laceración,manos
AUSTRALIA,M,20,N,2014,10,others/unknown,laceración,pies
USA,F,unkwown,N,2014,10,tiger,mordiscos,others/unknown
USA,M,unkwown,N,2014,10,others/unknown,mordiscos,others/unknown
USA,F,unkwown,N,2014,10,others/unknown,mordiscos,others/unknown
USA,M,unkwown,N,2014,10,others/unknown,mordiscos,others/unknown
AUSTRALIA,F,13,N,2014,10,others/unknown,laceración,piernas
USA,F,7,N,2014,10,bull,laceración,pies
USA,F,unkwown,N,2014,10,others/unknown,laceración,manos
AUSTRALIA,M,unkwown,N,2014,10,others/unknown,others/unknown,others/unknown
USA,M,29,N,2014,10,blacktip,mordiscos,pies
USA,F,40,N,2014,10,others/unknown,mordiscos,piernas
USA,M,15,N,2014,10,blacktip,mordiscos,pies
USA,M,unkwown,N,2014,10,white,others/unknown,others/unknown
USA,M,unkwown,N,2014,10,white,others/unknown,others/unknown
USA,M,28,N,2014,10,others/unknown,laceración,piernas
AUSTRALIA,M,23,N,2014,10,white,laceración,piernas
USA,M,unkwown,N,2014,09,others/unknown,others/unknown,pies
FRENCH POLYNESIA,F,36,N,2014,09,blacktip,others/unknown,manos
USA,M,unkwown,Desconocido,2014,09,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,50,Y,2014,09,others/unknown,others/unknown,others/unknown
USA,M,43,N,2014,09,bull,mordiscos,piernas
USA,F,25,N,2014,09,white,mordiscos,others/unknown
USA,M,52,N,2014,09,others/unknown,mordiscos,piernas
SPAIN,M,16,N,2014,09,others/unknown,laceración,manos
USA,F,13,N,2014,08,spinner,others/unknown,piernas
USA,M,17,N,2014,08,blacktip,laceración,others/unknown
USA,Desconocido,unkwown,Desconocido,2014,08,others/unknown,others/unknown,others/unknown
USA,M,33,N,2014,08,others/unknown,laceración,pies
SPAIN,F,35,N,2014,08,others/unknown,laceración,piernas
USA,M,29,N,2014,08,others/unknown,laceración,manos
USA,F,unkwown,N,2014,08,others/unknown,mordiscos,pies
USA,M,unkwown,N,2014,08,bull,laceración,brazos
USA,Desconocido,unkwown,N,2014,08,others/unknown,laceración,pies
AUSTRALIA,M,31,N,2014,08,reef,laceración,others/unknown
USA,M,unkwown,N,2014,08,bull,laceración,piernas
USA,M,26,N,2014,08,others/unknown,laceración,pies
BAHAMAS,M,unkwown,N,2014,08,bull,herida,pies
USA,F,10,N,2014,08,others/unknown,herida,pies
USA,M,7,N,2014,08,bull,laceración,pies
USA,M,10,N,2014,08,others/unknown,laceración,piernas
USA,F,45,N,2014,08,others/unknown,laceración,pies
USA,M,55,N,2014,08,others/unknown,mordiscos,pies
USA,M,8,N,2014,08,others/unknown,laceración,pies
SOUTH AFRICA,M,20,N,2014,08,white,mordiscos,piernas
others/unknown,M,unkwown,Desconocido,2014,08,others/unknown,others/unknown,others/unknown
USA,M,14,N,2014,07,tiger,mordiscos,pies
REUNION,M,51,N,2014,07,others/unknown,laceración,piernas
USA,M,8,N,2014,07,others/unknown,laceración,piernas
SPAIN,Desconocido,unkwown,N,2014,07,others/unknown,others/unknown,others/unknown
USA,M,61,N,2014,07,others/unknown,laceración,pies
USA,M,51,N,2014,07,others/unknown,herida,pies
BAHAMAS,M,63,Desconocido,2014,07,others/unknown,others/unknown,others/unknown
USA,M,unkwown,N,2014,07,others/unknown,laceración,manos
USA,M,14,N,2014,07,others/unknown,laceración,pies
USA,M,unkwown,N,2014,07,white,mordiscos,tronco
USA,M,unkwown,N,2014,07,others/unknown,mordiscos,others/unknown
USA,M,19,N,2014,07,others/unknown,mordiscos,manos
ST. MARTIN,M,48,N,2014,06,white,others/unknown,others/unknown
BAHAMAS,M,42,N,2014,06,reef,others/unknown,others/unknown
AUSTRALIA,M,unkwown,N,2014,06,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,15,N,2014,06,others/unknown,laceración,piernas
AUSTRALIA,M,unkwown,N,2014,06,lemon,laceración,manos
BRAZIL,M,43,N,2014,06,others/unknown,others/unknown,brazos
USA,M,16,N,2014,06,sand,laceración,brazos
AUSTRALIA,M,51,N,2014,06,whaler,others/unknown,tronco
JAPAN,M,43,N,2014,06,others/unknown,mordiscos,brazos
USA,F,14,N,2014,06,others/unknown,laceración,tronco
USA,F,22,N,2014,06,bull,laceración,piernas
AUSTRALIA,M,unkwown,N,2014,06,others/unknown,laceración,pies
USA,F,37,N,2014,06,blacktip,laceración,manos
AUSTRALIA,F,29,N,2014,05,bull,laceración,piernas
FRANCE,M,unkwown,N,2014,05,others/unknown,laceración,piernas
AUSTRALIA,M,10,N,2014,05,nurse,others/unknown,manos
USA,F,38,N,2014,05,others/unknown,mordiscos,piernas
AUSTRALIA,M,35,N,2014,05,white,others/unknown,others/unknown
USA,F,44,N,2014,05,others/unknown,laceración,pies
USA,M,12,N,2014,05,others/unknown,herida,piernas
USA,M,unkwown,Desconocido,2014,05,others/unknown,others/unknown,others/unknown
USA,F,40,N,2014,05,others/unknown,laceración,pies
SOUTH AFRICA,Desconocido,unkwown,N,2014,05,others/unknown,laceración,brazos
USA,M,23,N,2014,05,others/unknown,laceración,manos
AUSTRALIA,M,unkwown,N,2014,04,reef,others/unknown,others/unknown
USA,M,42,N,2014,04,others/unknown,laceración,pies
USA,M,25,N,2014,04,others/unknown,laceración,pies
SOUTH AFRICA,Desconocido,unkwown,N,2014,04,white,mordiscos,others/unknown
SOUTH AFRICA,M,unkwown,N,2014,04,raggedtooth,laceración,piernas
USA,M,14,N,2014,04,others/unknown,herida,piernas
USA,M,14,N,2014,04,others/unknown,laceración,pies
AUSTRALIA,F,63,Y,2014,04,white,others/unknown,others/unknown
AUSTRALIA,M,38,Desconocido,2014,03,others/unknown,mordiscos,others/unknown
SOUTH AFRICA,M,66,Y,2014,03,others/unknown,others/unknown,others/unknown
USA,M,unkwown,N,2014,03,others/unknown,laceración,brazos
USA,M,9,N,2014,03,others/unknown,laceración,pies
NEW CALEDONIA,M,42,N,2014,03,others/unknown,laceración,piernas
AUSTRALIA,M,42,N,2014,03,others/unknown,others/unknown,others/unknown
AUSTRALIA,F,10,Desconocido,2014,03,others/unknown,others/unknown,manos
AUSTRALIA,M,unkwown,N,2014,03,wobbegong,laceración,pies
CAYMAN ISLANDS,M,unkwown,Desconocido,2014,03,others/unknown,others/unknown,others/unknown
USA,M,21,N,2014,03,blacktip,laceración,others/unknown
FRENCH POLYNESIA,M,21,N,2014,02,blacktip,laceración,piernas
PAPUA NEW GUINEA,M,21,N,2014,02,others/unknown,mordiscos,others/unknown
AUSTRALIA,M,28,Y,2014,02,others/unknown,others/unknown,others/unknown
TRINIDAD & TOBAGO,M,unkwown,N,2014,02,others/unknown,others/unknown,others/unknown
NEW ZEALAND,M,28,N,2014,02,others/unknown,laceración,piernas
AUSTRALIA,M,unkwown,N,2014,01,others/unknown,laceración,manos
NEW ZEALAND,M,24,N,2014,01,others/unknown,others/unknown,piernas
JAPAN,M,31,N,2014,01,others/unknown,mordiscos,pies
USA,M,unkwown,N,2014,00,white,laceración,tronco
NEW ZEALAND,Desconocido,unkwown,N,2014,00,white,mordiscos,others/unknown
NEW CALEDONIA,M,37,N,2013,12,bull,mordiscos,piernas
SOUTH AFRICA,M,19,N,2013,12,white,others/unknown,piernas
KIRIBATI,M,35,N,2013,12,others/unknown,others/unknown,brazos
USA,M,29,N,2013,12,tiger,laceración,piernas
USA,M,30,N,2013,12,others/unknown,mordiscos,pies
AUSTRALIA,M,26,N,2013,12,wobbegong,laceración,piernas
USA,M,57,Y,2013,12,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,19,Y,2013,11,tiger,others/unknown,others/unknown
USA,F,58,N,2013,11,others/unknown,mordiscos,piernas
AUSTRALIA,M,35,Y,2013,11,white,others/unknown,others/unknown
USA,M,25,N,2013,11,white,mordiscos,others/unknown
AUSTRALIA,M,unkwown,N,2013,11,white,golpe,others/unknown
BAHAMAS,M,77,N,2013,11,others/unknown,others/unknown,piernas
USA,M,16,N,2013,11,others/unknown,mordiscos,others/unknown
USA,M,unkwown,N,2013,11,others/unknown,mordiscos,pies
USA,M,46,N,2013,10,tiger,mordiscos,piernas
AUSTRALIA,F,60,N,2013,10,blacktip,laceración,brazos
REUNION,M,24,N,2013,10,bull,others/unknown,piernas
AUSTRALIA,M,unkwown,N,2013,10,white,others/unknown,others/unknown
AUSTRALIA,M,41,N,2013,10,wobbegong,others/unknown,pies
USA,M,45,N,2013,10,white,laceración,tronco
USA,M,25,N,2013,10,tiger,mordiscos,others/unknown
USA,M,6,N,2013,10,nurse,mordiscos,piernas
SOUTH AFRICA,M,74,Y,2013,10,white,others/unknown,others/unknown
AUSTRALIA,M,55,N,2013,10,white,others/unknown,tronco
USA,M,45,N,2013,10,white,laceración,piernas
USA,M,12,N,2013,10,bull,laceración,brazos
USA,M,50,N,2013,09,others/unknown,laceración,manos
ISRAEL,M,27,N,2013,09,others/unknown,mordiscos,manos
USA,M,7,N,2013,09,others/unknown,laceración,pies
USA,M,45,N,2013,09,others/unknown,laceración,pies
USA,M,unkwown,N,2013,09,others/unknown,laceración,others/unknown
USA,M,21,N,2013,09,bull,laceración,pies
USA,F,13,N,2013,09,others/unknown,mordiscos,pies
USA,F,unkwown,Desconocido,2013,09,others/unknown,others/unknown,others/unknown
USA,M,43,N,2013,09,others/unknown,mordiscos,pies
USA,M,25,N,2013,09,others/unknown,mordiscos,others/unknown
USA,M,17,N,2013,09,others/unknown,mordiscos,tronco
USA,M,3,N,2013,09,nurse,mordiscos,brazos
BAHAMAS,M,unkwown,N,2013,09,others/unknown,others/unknown,piernas
USA,M,9,N,2013,09,others/unknown,laceración,piernas
BAHAMAS,M,unkwown,N,2013,08,blacktip,mordiscos,piernas
USA,M,unkwown,N,2013,08,others/unknown,mordiscos,pies
USA,F,47,Desconocido,2013,08,others/unknown,mordiscos,tronco
FRANCE,M,50,N,2013,08,mako,laceración,brazos
USA,F,11,N,2013,08,others/unknown,others/unknown,piernas
AUSTRALIA,M,unkwown,N,2013,08,others/unknown,laceración,brazos
USA,M,16,N,2013,08,others/unknown,laceración,piernas
USA,F,unkwown,N,2013,08,white,golpe,others/unknown
USA,F,20,Y,2013,08,tiger,others/unknown,others/unknown
USA,F,19,N,2013,08,others/unknown,mordiscos,others/unknown
USA,M,10,N,2013,08,bull,others/unknown,others/unknown
SOUTH AFRICA,M,unkwown,N,2013,08,blacktip,others/unknown,others/unknown
USA,M,17,N,2013,08,bull,others/unknown,pies
USA,F,56,N,2013,07,others/unknown,laceración,tronco
USA,M,32,N,2013,07,others/unknown,mordiscos,pies
BAHAMAS,M,40,N,2013,07,others/unknown,mordiscos,piernas
MEXICO,F,unkwown,N,2013,07,others/unknown,mordiscos,tronco
USA,M,18,N,2013,07,tiger,mordiscos,piernas
BAHAMAS,M,64,N,2013,07,nurse,mordiscos,manos
BAHAMAS,M,50,N,2013,07,others/unknown,mordiscos,others/unknown
BRAZIL,F,18,Y,2013,07,others/unknown,others/unknown,others/unknown
USA,F,50,N,2013,07,others/unknown,laceración,pies
USA,M,14,N,2013,07,others/unknown,others/unknown,piernas
REUNION,F,15,Y,2013,07,others/unknown,others/unknown,others/unknown
DIEGO GARCIA,M,33,Y,2013,07,others/unknown,others/unknown,others/unknown
USA,F,63,N,2013,07,others/unknown,mordiscos,pies
SPAIN,M,48,Desconocido,2013,07,others/unknown,others/unknown,brazos
AUSTRALIA,M,29,N,2013,07,others/unknown,others/unknown,others/unknown
TAIWAN,M,unkwown,N,2013,06,others/unknown,mordiscos,piernas
JAMAICA,M,20,Desconocido,2013,06,others/unknown,mordiscos,others/unknown
USA,M,unkwown,N,2013,06,white,others/unknown,others/unknown
USA,M,unkwown,N,2013,06,bull,laceración,pies
USA,M,14,N,2013,06,others/unknown,mordiscos,piernas
USA,M,28,N,2013,06,tiger,mordiscos,piernas
USA,M,15,N,2013,06,others/unknown,mordiscos,piernas
SOUTH AFRICA,M,unkwown,N,2013,06,others/unknown,laceración,piernas
USA,F,unkwown,N,2013,06,others/unknown,laceración,pies
USA,F,10,N,2013,06,others/unknown,others/unknown,manos
USA,M,58,N,2013,06,lemon,mordiscos,manos
AUSTRALIA,M,unkwown,N,2013,06,others/unknown,others/unknown,others/unknown
USA,M,32,N,2013,05,others/unknown,laceración,manos
USA,M,11,N,2013,05,others/unknown,mordiscos,pies
BRAZIL,M,41,Y,2013,05,others/unknown,others/unknown,others/unknown
PALESTINIAN TERRITORIES,M,30,N,2013,05,others/unknown,others/unknown,manos
ECUADOR,M,29,N,2013,05,others/unknown,others/unknown,piernas
USA,M,42,Desconocido,2013,05,others/unknown,mordiscos,others/unknown
REUNION,M,36,Y,2013,05,bull,others/unknown,others/unknown
USA,M,16,N,2013,05,others/unknown,laceración,pies
AUSTRALIA,M,unkwown,N,2013,04,wobbegong,mordiscos,pies
MEXICO,F,34,N,2013,04,tiger,others/unknown,piernas
AUSTRALIA,M,51,N,2013,04,nurse,laceración,piernas
USA,M,9,N,2013,04,others/unknown,laceración,pies
SOUTH AFRICA,M,unkwown,N,2013,04,blue,others/unknown,manos
USA,M,21,N,2013,04,bull,laceración,manos
GUAM,M,40,Y,2013,04,others/unknown,others/unknown,others/unknown
FRENCH POLYNESIA,M,53,N,2013,04,blacktip,herida,piernas
USA,M,50,N,2013,04,others/unknown,laceración,manos
AUSTRALIA,M,24,Desconocido,2013,04,others/unknown,others/unknown,others/unknown
USA,M,58,N,2013,04,others/unknown,mordiscos,piernas
AUSTRALIA,M,47,Desconocido,2013,03,others/unknown,others/unknown,others/unknown
SEYCHELLES,M,34,N,2013,03,others/unknown,laceración,pies
BELIZE,F,unkwown,N,2013,03,nurse,others/unknown,others/unknown
BAHAMAS,M,50,N,2013,03,others/unknown,mordiscos,pies
SOUTH AFRICA,M,30,N,2013,03,raggedtooth,laceración,piernas
SOUTH AFRICA,M,unkwown,N,2013,03,others/unknown,mordiscos,others/unknown
JAMAICA,M,68,Y,2013,03,tiger,others/unknown,others/unknown
AUSTRALIA,M,28,N,2013,03,whaler,laceración,manos
PHILIPPINES,M,27,N,2013,03,others/unknown,others/unknown,piernas
SOUTH AFRICA,M,51,N,2013,03,others/unknown,others/unknown,brazos
NEW ZEALAND,M,46,Y,2013,02,white,others/unknown,others/unknown
USA,Desconocido,unkwown,N,2013,02,reef,laceración,piernas
USA,M,unkwown,N,2013,02,reef,mordiscos,others/unknown
USA,M,16,N,2013,02,blacktip,laceración,manos
FRENCH POLYNESIA,M,48,N,2013,02,lemon,laceración,piernas
JAMAICA,M,18,N,2013,02,others/unknown,mordiscos,piernas
AUSTRALIA,M,unkwown,N,2013,01,white,mordiscos,others/unknown
AUSTRALIA,M,unkwown,N,2013,01,others/unknown,laceración,others/unknown
AUSTRALIA,M,62,Desconocido,2013,01,others/unknown,others/unknown,others/unknown
USA,M,43,N,2013,01,tiger,mordiscos,brazos
NEW ZEALAND,M,unkwown,N,2013,01,whaler,others/unknown,manos
AUSTRALIA,M,26,N,2013,01,others/unknown,mordiscos,piernas
USA,M,unkwown,N,2012,12,others/unknown,mordiscos,piernas
AUSTRALIA,M,23,N,2012,12,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,29,N,2012,12,bull,laceración,piernas
SOUTH AFRICA,M,20,Y,2012,12,tiger,others/unknown,others/unknown
AUSTRALIA,M,32,N,2012,12,tiger,others/unknown,others/unknown
USA,M,60,N,2012,12,others/unknown,laceración,pies
AUSTRALIA,M,31,N,2012,12,tiger,herida,piernas
NEW ZEALAND,F,25,N,2012,12,others/unknown,others/unknown,others/unknown
USA,M,61,N,2012,11,tiger,laceración,piernas
AUSTRALIA,M,20,Desconocido,2012,11,others/unknown,others/unknown,pies
MEXICO,M,32,Y,2012,11,others/unknown,others/unknown,others/unknown
USA,M,14,N,2012,11,others/unknown,laceración,pies
USA,M,30,N,2012,11,tiger,mordiscos,piernas
USA,M,43,N,2012,11,tiger,mordiscos,others/unknown
USA,M,25,N,2012,10,white,laceración,tronco
USA,F,51,N,2012,10,tiger,herida,piernas
USA,M,51,Y,2012,10,white,others/unknown,others/unknown
USA,F,35,N,2012,10,others/unknown,mordiscos,piernas
USA,M,24,N,2012,10,others/unknown,mordiscos,pies
USA,M,55,N,2012,10,others/unknown,mordiscos,others/unknown
USA,M,unkwown,Desconocido,2012,10,others/unknown,laceración,others/unknown
NIGERIA,F,38,N,2012,10,others/unknown,laceración,piernas
USA,M,42,N,2012,10,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,11,N,2012,10,others/unknown,mordiscos,others/unknown
USA,M,21,N,2012,09,others/unknown,laceración,brazos
USA,M,22,N,2012,09,others/unknown,mordiscos,pies
USA,M,52,N,2012,09,others/unknown,mordiscos,pies
TONGA,F,29,N,2012,09,bull,others/unknown,piernas
USA,Desconocido,19,N,2012,09,others/unknown,others/unknown,brazos
USA,M,25,N,2012,09,others/unknown,mordiscos,pies
USA,M,unkwown,N,2012,09,others/unknown,laceración,piernas
USA,M,35,N,2012,09,others/unknown,mordiscos,piernas
USA,M,37,N,2012,09,others/unknown,laceración,pies
USA,M,32,N,2012,09,others/unknown,herida,manos
USA,F,8,N,2012,09,others/unknown,herida,piernas
USA,Desconocido,unkwown,N,2012,09,tiger,laceración,manos
USA,F,56,N,2012,09,others/unknown,others/unknown,pies
SCOTLAND,M,53,N,2012,08,others/unknown,mordiscos,others/unknown
AUSTRALIA,M,34,N,2012,08,others/unknown,laceración,tronco
BRAZIL,M,18,Y,2012,08,others/unknown,others/unknown,others/unknown
USA,M,31,N,2012,08,others/unknown,laceración,piernas
AUSTRALIA,Desconocido,unkwown,N,2012,08,others/unknown,others/unknown,others/unknown
USA,M,56,N,2012,08,lemon,laceración,manos
REUNION,M,51,N,2012,08,bull,others/unknown,pies
FRENCH POLYNESIA,M,unkwown,N,2012,08,lemon,mordiscos,tronco
USA,M,17,N,2012,07,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,48,N,2012,07,white,laceración,tronco
USA,M,44,N,2012,07,others/unknown,mordiscos,pies
USA,M,50,N,2012,07,white,laceración,piernas
USA,M,12,Desconocido,2012,07,others/unknown,others/unknown,others/unknown
REUNION,M,22,Y,2012,07,others/unknown,others/unknown,others/unknown
TRINIDAD & TOBAGO,M,24,Desconocido,2012,07,others/unknown,mordiscos,others/unknown
CANADA,F,23,Desconocido,2012,07,others/unknown,laceración,manos
AUSTRALIA,M,24,Y,2012,07,white,others/unknown,others/unknown
USA,F,43,N,2012,07,others/unknown,laceración,piernas
BAHAMAS,M,unkwown,N,2012,07,others/unknown,laceración,piernas
AUSTRALIA,F,42,Desconocido,2012,07,others/unknown,others/unknown,others/unknown
USA,M,52,N,2012,07,others/unknown,mordiscos,others/unknown
SOUTH AFRICA,M,29,N,2012,07,others/unknown,others/unknown,piernas
CROATIA,Desconocido,60,Desconocido,2012,06,others/unknown,others/unknown,piernas
USA,M,6,N,2012,06,bull,mordiscos,piernas
USA,M,26,N,2012,06,others/unknown,others/unknown,pies
USA,F,16,N,2012,06,reef,laceración,piernas
AUSTRALIA,M,unkwown,N,2012,06,others/unknown,mordiscos,others/unknown
